profile	frame_counter	ascent_rate_ms	latitude	longitude	altitude_m	vn_ms	ve_ms	vu_ms	battery_mv	tx_ma	system_temp_c	sats_used	fix_type	pdop	hdop	vdop	gps_week	tow_ms	cal_version	pressure_offset	temp_offset	humidity_offset	rf_tune_id	manufacturing_lot	raw_rssi_dbm	raw_snr_db	temperature_c	pressure_hpa	relative_humidity_pct	wind_dir_deg	wind_speed_ms	phase
5745	5745	-1.0	19.836491	72.912655	15207.0	-3.51	-8.6	-1.0	3515	115	-2.2	12	3	2.0	1.0	1.7	1869	75255000	2	0.19	0.12	0.1	403	M4643053	-84	8.8	-66.6	142.5	10.0	68.0	9.3	descent
5746	5746	-1.0	19.836353	72.912347	15203.0	-3.84	-8.07	-1.0	3512	120	-1.9	9	3	1.1	1.7	0.3	1869	75259000	2	-0.08	0.1	0.8	403	M4643053	-88	17.9	-66.4	142.6	12.0	65.0	8.9	descent
5747	5747	-1.0	19.8362	72.912028	15199.0	-4.23	-8.34	-1.0	3519	124	-2.1	10	3	1.8	1.7	0.6	1869	75263000	2	0.15	-0.15	-0.7	403	M4643053	-83	10.7	-66.3	142.7	12.0	63.0	9.4	descent
5748	5748	-1.0	19.836066	72.911696	15195.0	-3.75	-8.7	-1.0	3517	124	-2.0	10	3	2.2	1.6	1.5	1869	75267000	2	-0.05	-0.16	-0.2	403	M4643053	-83	14.6	-66.4	142.8	13.0	67.0	9.5	descent
5749	5749	-1.0	19.835911	72.911367	15191.0	-4.3	-8.6	-1.0	3516	115	-1.8	10	3	1.9	1.3	1.4	1869	75271000	2	-0.17	0.03	-0.8	403	M4643053	-87	11.5	-66.2	142.9	13.0	63.0	9.6	descent
5750	5750	-1.25	19.835783	72.911077	15186.0	-3.58	-7.61	-1.25	3512	117	-1.9	9	3	1.3	1.3	0.3	1869	75275000	2	-0.06	-0.14	-0.2	403	M4643053	-89	17.0	-66.5	143.0	13.0	65.0	8.4	descent
5751	5751	-0.75	19.835646	72.91076	15183.0	-3.8	-8.3	-0.75	3514	115	-1.5	11	3	1.3	1.5	0.3	1869	75279000	2	0.22	0.04	-0.9	403	M4643053	-85	9.5	-66.1	143.1	12.0	65.0	9.1	descent
5752	5752	-1.0	19.835512	72.910458	15179.0	-3.72	-7.91	-1.0	3518	123	-2.0	9	3	2.1	1.6	1.4	1869	75283000	2	0.25	-0.05	0.8	403	M4643053	-88	13.1	-66.3	143.2	13.0	65.0	8.7	descent
5753	5753	-1.0	19.835408	72.910157	15175.0	-2.9	-7.87	-1.0	3511	115	-1.6	11	3	1.9	0.8	1.7	1869	75287000	2	-0.23	0.07	-0.3	403	M4643053	-88	14.0	-66.1	143.2	13.0	70.0	8.4	descent
5754	5754	-0.75	19.835288	72.909828	15172.0	-3.34	-8.6	-0.75	3507	122	-2.0	9	3	1.4	1.6	0.3	1869	75291000	2	-0.12	-0.03	-0.0	403	M4643053	-86	13.0	-66.2	143.3	14.0	69.0	9.2	descent
5755	5755	-1.0	19.835165	72.909515	15168.0	-3.42	-8.19	-1.0	3511	123	-1.5	11	3	2.1	1.0	1.8	1869	75295000	2	0.06	0.12	0.3	403	M4643053	-84	15.1	-66.4	143.4	14.0	67.0	8.9	descent
5756	5756	-1.0	19.835044	72.909203	15164.0	-3.38	-8.18	-1.0	3510	118	-1.5	9	3	1.8	1.1	1.4	1869	75299000	2	0.06	0.12	0.8	403	M4643053	-87	9.3	-66.5	143.5	11.0	68.0	8.9	descent
5757	5757	-1.25	19.83492	72.90887	15159.0	-3.44	-8.72	-1.25	3508	124	-1.8	8	3	1.3	1.4	0.3	1869	75303000	2	0.04	-0.12	-0.3	403	M4643053	-85	11.1	-66.0	143.6	13.0	68.0	9.4	descent
5758	5758	-1.0	19.834801	72.908558	15155.0	-3.32	-8.17	-1.0	3509	124	-1.1	9	3	2.3	1.5	1.7	1869	75307000	2	0.06	0.11	0.5	403	M4643053	-85	13.2	-66.4	143.7	13.0	68.0	8.8	descent
5759	5759	-1.0	19.834693	72.908259	15151.0	-3.0	-7.81	-1.0	3508	121	-1.2	9	3	2.2	0.9	2.0	1869	75311000	2	-0.09	-0.09	-0.1	403	M4643053	-80	15.4	-66.5	143.8	13.0	69.0	8.4	descent
5760	5760	-1.0	19.834574	72.907928	15147.0	-3.31	-8.68	-1.0	3506	116	-1.7	9	3	1.8	1.5	1.0	1869	75315000	2	-0.28	-0.05	-0.6	403	M4643053	-89	9.6	-66.5	143.9	14.0	69.0	9.3	descent
5761	5761	-1.0	19.834448	72.907616	15143.0	-3.5	-8.15	-1.0	3510	117	-1.0	11	3	1.2	1.2	0.3	1869	75319000	2	-0.2	0.08	0.8	403	M4643053	-81	11.4	-66.0	144.0	15.0	67.0	8.9	descent
5762	5762	-0.75	19.834308	72.907302	15140.0	-3.91	-8.24	-0.75	3518	121	-1.6	11	3	1.2	1.1	0.5	1869	75323000	2	-0.08	-0.06	-0.9	403	M4643053	-80	17.9	-66.4	144.1	12.0	65.0	9.1	descent
5763	5763	-1.0	19.83417	72.90699	15136.0	-3.84	-8.16	-1.0	3506	119	-1.1	12	3	1.7	1.0	1.4	1869	75327000	2	0.07	-0.04	0.3	403	M4643053	-83	9.5	-66.3	144.2	13.0	65.0	9.0	descent
5764	5764	-1.0	19.834062	72.906685	15132.0	-3.01	-8.0	-1.0	3514	120	-2.1	11	3	1.9	1.7	0.8	1869	75331000	2	0.04	0.18	0.1	403	M4643053	-89	12.5	-66.5	144.3	14.0	69.0	8.5	descent
5765	5765	-1.0	19.833931	72.906374	15128.0	-3.65	-8.14	-1.0	3512	123	-1.1	8	3	1.8	1.2	1.3	1869	75335000	2	-0.06	0.14	0.0	403	M4643053	-86	8.2	-66.3	144.4	15.0	66.0	8.9	descent
5766	5766	-1.0	19.833803	72.90607	15124.0	-3.55	-7.94	-1.0	3511	116	-1.1	9	3	2.4	1.0	2.2	1869	75339000	2	0.1	0.09	0.3	403	M4643053	-86	8.8	-66.2	144.5	14.0	66.0	8.7	descent
5767	5767	-1.0	19.833664	72.90575	15120.0	-3.86	-8.4	-1.0	3516	115	-1.2	11	3	1.7	1.0	1.4	1869	75343000	2	-0.16	0.12	0.9	403	M4643053	-84	17.6	-66.5	144.6	14.0	65.0	9.2	descent
5768	5768	-1.0	19.833518	72.905433	15116.0	-4.08	-8.28	-1.0	3511	115	-1.7	11	3	1.1	1.7	0.3	1869	75347000	2	0.22	0.15	-0.3	403	M4643053	-80	10.8	-66.2	144.7	16.0	64.0	9.2	descent
5769	5769	-1.0	19.833388	72.905134	15112.0	-3.62	-7.82	-1.0	3518	124	-1.7	12	3	1.5	1.7	0.3	1869	75351000	2	-0.19	0.08	-0.1	403	M4643053	-87	8.7	-66.0	144.8	14.0	65.0	8.6	descent
5770	5770	-1.0	19.833254	72.904805	15108.0	-3.72	-8.62	-1.0	3513	115	-2.0	10	3	1.7	1.6	0.6	1869	75355000	2	0.29	0.13	0.1	403	M4643053	-87	14.4	-66.2	144.9	14.0	67.0	9.4	descent
5771	5771	-1.0	19.83313	72.904506	15104.0	-3.45	-7.84	-1.0	3506	120	-1.3	11	3	1.5	1.5	0.3	1869	75359000	2	0.15	0.08	-0.5	403	M4643053	-89	8.1	-66.0	145.0	13.0	66.0	8.6	descent
5772	5772	-1.25	19.832998	72.904225	15099.0	-3.67	-7.35	-1.25	3516	121	-1.7	10	3	1.7	1.0	1.4	1869	75363000	2	-0.14	-0.07	-0.7	403	M4643053	-88	8.9	-66.0	145.1	13.0	63.0	8.2	descent
5773	5773	-1.0	19.832872	72.903918	15095.0	-3.5	-8.04	-1.0	3517	118	-1.4	11	3	2.3	1.3	1.9	1869	75367000	2	-0.06	0.15	-0.8	403	M4643053	-82	16.4	-66.2	145.2	13.0	66.0	8.8	descent
5774	5774	-1.0	19.832738	72.903607	15091.0	-3.74	-8.14	-1.0	3518	115	-1.8	10	3	1.9	1.7	0.8	1869	75371000	2	0.14	-0.12	0.3	403	M4643053	-81	15.2	-66.1	145.3	16.0	65.0	9.0	descent
5775	5775	-1.0	19.832614	72.903302	15087.0	-3.45	-8.0	-1.0	3509	115	-1.4	8	3	2.0	1.7	1.1	1869	75375000	2	0.26	0.12	-0.5	403	M4643053	-85	9.3	-65.9	145.4	14.0	67.0	8.7	descent
5776	5776	-1.0	19.832489	72.902997	15083.0	-3.48	-7.97	-1.0	3514	115	-1.8	10	3	2.2	1.1	1.9	1869	75379000	2	-0.13	0.01	-0.1	403	M4643053	-84	15.3	-66.3	145.5	15.0	66.0	8.7	descent
5777	5777	-1.0	19.832349	72.902687	15079.0	-3.89	-8.12	-1.0	3509	115	-1.7	10	3	1.6	0.8	1.4	1869	75383000	2	0.04	-0.09	0.9	403	M4643053	-85	8.1	-66.1	145.5	15.0	64.0	9.0	descent
5778	5778	-1.0	19.832214	72.902368	15075.0	-3.75	-8.36	-1.0	3511	120	-1.7	8	3	1.2	1.3	0.3	1869	75387000	2	0.12	0.12	-0.1	403	M4643053	-84	9.6	-66.0	145.6	16.0	66.0	9.2	descent
5779	5779	-1.0	19.832078	72.902075	15071.0	-3.79	-7.65	-1.0	3511	123	-1.7	12	3	2.3	1.5	1.7	1869	75391000	2	0.15	-0.19	-1.0	403	M4643053	-82	9.3	-66.3	145.7	15.0	64.0	8.5	descent
5780	5780	-1.0	19.831946	72.901747	15067.0	-3.68	-8.58	-1.0	3509	124	-1.1	12	3	1.7	1.5	0.8	1869	75395000	2	-0.3	0.11	0.7	403	M4643053	-83	17.4	-65.7	145.8	15.0	67.0	9.3	descent
5781	5781	-1.0	19.831796	72.901444	15063.0	-4.17	-7.95	-1.0	3517	115	-1.9	11	3	1.6	1.6	0.3	1869	75399000	2	0.24	-0.05	-0.2	403	M4643053	-84	16.1	-66.0	145.9	15.0	62.0	9.0	descent
5782	5782	-1.0	19.831643	72.901159	15059.0	-4.26	-7.45	-1.0	3513	120	-1.3	9	3	1.2	1.0	0.7	1869	75403000	2	0.18	0.12	0.1	403	M4643053	-87	17.6	-66.3	146.0	15.0	60.0	8.6	descent
5783	5783	-1.0	19.831496	72.900856	15055.0	-4.08	-7.95	-1.0	3509	118	-1.2	12	3	2.1	1.0	1.8	1869	75407000	2	-0.08	-0.06	0.8	403	M4643053	-85	8.4	-65.8	146.1	15.0	63.0	8.9	descent
5784	5784	-0.75	19.831339	72.900542	15052.0	-4.37	-8.2	-0.75	3514	117	-1.2	12	3	2.0	1.0	1.7	1869	75411000	2	0.02	-0.18	0.9	403	M4643053	-87	12.8	-66.3	146.2	17.0	62.0	9.3	descent
5785	5785	-1.0	19.831208	72.900243	15048.0	-3.66	-7.85	-1.0	3516	124	-1.5	10	3	1.1	1.6	0.3	1869	75415000	2	0.13	0.13	-0.1	403	M4643053	-82	16.5	-66.0	146.3	16.0	65.0	8.7	descent
5786	5786	-1.0	19.831064	72.899943	15044.0	-4.01	-7.84	-1.0	3503	116	-1.1	10	3	1.7	1.1	1.3	1869	75419000	2	0.09	-0.05	0.8	403	M4643053	-89	17.4	-65.9	146.4	15.0	63.0	8.8	descent
5787	5787	-1.0	19.830915	72.899645	15040.0	-4.13	-7.8	-1.0	3515	124	-1.1	12	3	1.9	1.1	1.5	1869	75423000	2	-0.2	-0.17	-0.2	403	M4643053	-82	16.4	-65.8	146.5	17.0	62.0	8.8	descent
5788	5788	-1.25	19.83075	72.899326	15035.0	-4.6	-8.34	-1.25	3509	123	-1.8	11	3	2.0	1.2	1.6	1869	75427000	2	-0.3	0.15	-0.9	403	M4643053	-84	15.1	-65.7	146.6	16.0	61.0	9.5	descent
5789	5789	-1.0	19.830601	72.899021	15031.0	-4.14	-7.99	-1.0	3503	119	-1.7	10	3	2.4	1.7	1.7	1869	75431000	2	-0.26	-0.19	-0.6	403	M4643053	-85	8.2	-65.8	146.7	15.0	63.0	9.0	descent
5790	5790	-1.0	19.830428	72.898721	15027.0	-4.82	-7.85	-1.0	3516	119	-1.4	12	3	2.0	0.8	1.8	1869	75435000	2	0.05	0.01	0.9	403	M4643053	-83	12.0	-66.0	146.8	14.0	58.0	9.2	descent
5791	5791	-1.0	19.830262	72.898413	15023.0	-4.63	-8.08	-1.0	3507	124	-1.6	10	3	1.3	1.1	0.7	1869	75439000	2	0.12	0.14	-0.0	403	M4643053	-85	13.4	-66.0	146.9	15.0	60.0	9.3	descent
5792	5792	-1.0	19.830109	72.898096	15019.0	-4.25	-8.29	-1.0	3511	115	-1.9	11	3	2.5	1.7	1.8	1869	75443000	2	-0.17	0.08	-0.4	403	M4643053	-88	11.3	-66.0	147.0	14.0	63.0	9.3	descent
5793	5793	-1.0	19.829953	72.897817	15015.0	-4.35	-7.32	-1.0	3508	121	-1.2	8	3	1.1	0.9	0.6	1869	75447000	2	-0.07	0.12	0.4	403	M4643053	-87	13.9	-65.7	147.1	14.0	59.0	8.5	descent
5794	5794	-1.0	19.829781	72.897521	15011.0	-4.79	-7.74	-1.0	3516	120	-1.3	12	3	1.4	1.7	0.3	1869	75451000	2	-0.15	0.1	0.2	403	M4643053	-86	10.3	-65.5	147.2	13.0	58.0	9.1	descent
5795	5795	-1.0	19.829608	72.897225	15007.0	-4.79	-7.74	-1.0	3517	119	-1.3	11	3	1.3	1.5	0.3	1869	75455000	2	0.21	-0.17	-0.4	403	M4643053	-80	15.0	-65.9	147.3	15.0	58.0	9.1	descent
5796	5796	-1.0	19.829425	72.896912	15003.0	-5.11	-8.2	-1.0	3513	116	-1.5	12	3	1.9	1.0	1.6	1869	75459000	2	-0.22	-0.04	0.5	403	M4643053	-85	13.2	-66.0	147.4	14.0	58.0	9.7	descent
5797	5797	-1.0	19.829245	72.896616	14999.0	-5.0	-7.74	-1.0	3517	115	-1.0	9	3	1.9	1.0	1.6	1869	75463000	2	-0.11	0.17	0.7	403	M4643053	-83	15.4	-65.5	147.5	15.0	57.0	9.2	descent
5798	5798	-1.0	19.829075	72.896332	14995.0	-4.74	-7.45	-1.0	3511	124	-1.0	12	3	1.5	1.8	0.3	1869	75467000	2	-0.1	-0.01	-0.2	403	M4643053	-87	10.8	-65.5	147.6	14.0	58.0	8.8	descent
5799	5799	-1.0	19.828896	72.896028	14991.0	-4.96	-7.95	-1.0	3507	116	-1.2	12	3	2.3	1.4	1.8	1869	75471000	2	0.02	-0.11	0.5	403	M4643053	-89	13.6	-65.3	147.7	16.0	58.0	9.4	descent
5800	5800	-1.0	19.828754	72.895744	14987.0	-3.98	-7.45	-1.0	3516	116	-0.9	8	3	1.3	1.4	0.3	1869	75475000	2	0.26	0.13	-0.1	403	M4643053	-82	9.0	-65.4	147.8	15.0	62.0	8.4	descent
5801	5801	-1.0	19.828606	72.895456	14983.0	-4.11	-7.53	-1.0	3509	119	-1.1	10	3	1.5	1.8	0.3	1869	75479000	2	-0.19	0.01	-0.2	403	M4643053	-80	11.6	-65.4	147.9	14.0	61.0	8.6	descent
5802	5802	-1.0	19.828443	72.895175	14979.0	-4.53	-7.36	-1.0	3510	117	-1.9	8	3	2.4	1.5	1.9	1869	75483000	2	0.24	-0.1	0.6	403	M4643053	-88	12.2	-65.5	148.0	15.0	58.0	8.6	descent
5803	5803	-1.0	19.82829	72.894881	14975.0	-4.25	-7.71	-1.0	3511	120	-1.0	10	3	1.3	0.8	1.0	1869	75487000	2	0.24	-0.1	0.5	403	M4643053	-88	16.9	-65.7	148.1	14.0	61.0	8.8	descent
5804	5804	-1.0	19.828119	72.894604	14971.0	-4.77	-7.23	-1.0	3514	120	-1.7	12	3	1.6	1.8	0.3	1869	75491000	2	0.08	0.06	-0.4	403	M4643053	-83	11.0	-65.5	148.1	13.0	57.0	8.7	descent
5805	5805	-1.0	19.827966	72.894314	14967.0	-4.26	-7.59	-1.0	3504	122	-1.2	10	3	1.8	1.6	0.8	1869	75495000	2	0.27	0.15	-0.8	403	M4643053	-83	12.6	-65.4	148.2	13.0	61.0	8.7	descent
5806	5806	-1.0	19.827792	72.894032	14963.0	-4.84	-7.4	-1.0	3509	115	-1.8	12	3	1.6	1.7	0.3	1869	75499000	2	0.24	-0.09	-0.9	403	M4643053	-80	9.1	-65.7	148.3	14.0	57.0	8.8	descent
5807	5807	-0.75	19.827637	72.893739	14960.0	-4.32	-7.68	-0.75	3506	124	-1.3	10	3	1.4	1.6	0.3	1869	75503000	2	-0.3	-0.11	-0.0	403	M4643053	-80	9.1	-65.2	148.4	16.0	61.0	8.8	descent
5808	5808	-1.0	19.827464	72.893464	14956.0	-4.8	-7.19	-1.0	3506	115	-1.5	12	3	1.8	1.2	1.3	1869	75507000	2	0.13	-0.05	0.1	403	M4643053	-82	13.6	-65.4	148.5	14.0	56.0	8.6	descent
5809	5809	-1.0	19.827316	72.893183	14952.0	-4.12	-7.36	-1.0	3517	119	-1.4	11	3	2.4	1.7	1.7	1869	75511000	2	0.18	0.03	-0.2	403	M4643053	-82	11.3	-65.6	148.6	15.0	61.0	8.4	descent
5810	5810	-1.0	19.827161	72.892891	14948.0	-4.31	-7.64	-1.0	3515	116	-1.3	9	3	1.3	1.3	0.3	1869	75515000	2	-0.19	0.13	0.3	403	M4643053	-89	13.3	-65.3	148.7	15.0	61.0	8.8	descent
5811	5811	-1.0	19.82701	72.892625	14944.0	-4.21	-6.96	-1.0	3512	122	-1.5	11	3	1.3	1.6	0.3	1869	75519000	2	0.04	0.04	-0.4	403	M4643053	-86	11.9	-65.5	148.8	13.0	59.0	8.1	descent
5812	5812	-1.0	19.826867	72.892348	14940.0	-3.98	-7.26	-1.0	3515	115	-1.7	9	3	2.4	1.1	2.1	1869	75523000	2	0.24	0.18	-0.5	403	M4643053	-86	17.3	-65.1	148.9	14.0	61.0	8.3	descent
5813	5813	-1.0	19.826713	72.892067	14936.0	-4.29	-7.35	-1.0	3505	121	-1.3	8	3	1.7	1.0	1.4	1869	75527000	2	-0.04	0.18	0.7	403	M4643053	-83	8.4	-65.5	149.0	15.0	60.0	8.5	descent
5814	5814	-1.0	19.826554	72.891788	14932.0	-4.41	-7.32	-1.0	3506	117	-1.2	8	3	1.6	1.6	0.3	1869	75531000	2	-0.16	0.06	1.0	403	M4643053	-85	13.4	-65.4	149.1	13.0	59.0	8.5	descent
5815	5815	-0.75	19.826383	72.891519	14929.0	-4.76	-7.04	-0.75	3511	121	-1.3	9	3	1.8	0.8	1.6	1869	75535000	2	0.22	-0.05	-0.7	403	M4643053	-82	14.0	-65.3	149.2	14.0	56.0	8.5	descent
5816	5816	-1.0	19.826229	72.89126	14925.0	-4.31	-6.77	-1.0	3507	121	-1.1	9	3	1.3	1.1	0.7	1869	75539000	2	0.09	-0.06	0.7	403	M4643053	-87	10.6	-65.3	149.3	16.0	58.0	8.0	descent
5817	5817	-1.0	19.826081	72.890994	14921.0	-4.1	-6.97	-1.0	3507	119	-1.4	8	3	2.1	1.0	1.8	1869	75543000	2	-0.28	0.13	0.8	403	M4643053	-85	16.0	-65.3	149.4	15.0	60.0	8.1	descent
5818	5818	-1.0	19.825922	72.890732	14917.0	-4.42	-6.87	-1.0	3507	120	-1.1	9	3	1.5	1.7	0.3	1869	75547000	2	-0.26	0.16	-0.8	403	M4643053	-82	13.8	-65.0	149.5	14.0	57.0	8.2	descent
5819	5819	-1.0	19.825765	72.890464	14913.0	-4.37	-7.01	-1.0	3515	119	-1.6	12	3	1.7	1.6	0.6	1869	75551000	2	0.23	0.11	-0.8	403	M4643053	-83	10.1	-65.3	149.6	14.0	58.0	8.3	descent
5820	5820	-1.0	19.825616	72.890189	14909.0	-4.16	-7.2	-1.0	3504	115	-1.7	10	3	2.0	1.2	1.6	1869	75555000	2	-0.16	-0.16	-0.8	403	M4643053	-80	8.9	-65.1	149.7	16.0	60.0	8.3	descent
5821	5821	-1.0	19.825468	72.889947	14905.0	-4.11	-6.32	-1.0	3513	117	-1.5	8	3	1.4	1.6	0.3	1869	75559000	2	0.06	-0.16	0.7	403	M4643053	-89	15.1	-65.1	149.8	15.0	57.0	7.5	descent
5822	5822	-1.0	19.825319	72.88968	14901.0	-4.16	-7.01	-1.0	3502	123	-1.7	12	3	2.1	1.6	1.4	1869	75563000	2	-0.11	-0.19	0.9	403	M4643053	-85	10.7	-65.2	149.9	14.0	59.0	8.1	descent
5823	5823	-0.75	19.825196	72.889438	14898.0	-3.4	-6.33	-0.75	3515	122	-1.6	12	3	2.1	0.9	1.9	1869	75567000	2	0.12	-0.19	-0.1	403	M4643053	-87	16.3	-65.0	150.0	13.0	62.0	7.2	descent
5824	5824	-1.0	19.825069	72.889176	14894.0	-3.56	-6.85	-1.0	3514	115	-1.0	10	3	2.3	1.3	1.9	1869	75571000	2	-0.04	0.15	-0.7	403	M4643053	-81	14.0	-65.2	150.0	13.0	63.0	7.7	descent
5825	5825	-1.0	19.824931	72.888947	14890.0	-3.83	-6.01	-1.0	3501	120	-1.4	8	3	1.7	1.4	1.0	1869	75575000	2	0.15	-0.07	0.4	403	M4643053	-84	16.4	-65.3	150.1	14.0	57.0	7.1	descent
5826	5826	-0.75	19.824795	72.888689	14887.0	-3.78	-6.74	-0.75	3504	124	-1.2	12	3	2.3	1.4	1.8	1869	75579000	2	-0.29	0.12	-0.9	403	M4643053	-83	12.0	-65.1	150.2	16.0	61.0	7.7	descent
5827	5827	-1.0	19.824663	72.888418	14883.0	-3.67	-7.1	-1.0	3510	123	-1.4	11	3	1.7	1.7	0.3	1869	75583000	2	0.23	-0.1	0.9	403	M4643053	-86	13.2	-64.9	150.3	15.0	63.0	8.0	descent
5828	5828	-1.0	19.82452	72.888162	14879.0	-3.99	-6.69	-1.0	3504	120	-1.2	8	3	2.1	1.4	1.6	1869	75587000	2	-0.06	0.02	-0.8	403	M4643053	-87	12.7	-64.9	150.4	14.0	59.0	7.8	descent
5829	5829	-1.0	19.824376	72.887915	14875.0	-4.01	-6.48	-1.0	3505	117	-1.3	12	3	1.8	1.0	1.5	1869	75591000	2	0.2	-0.09	-1.0	403	M4643053	-80	9.9	-64.8	150.5	14.0	58.0	7.6	descent
5830	5830	-1.0	19.824253	72.887688	14871.0	-3.42	-5.93	-1.0	3509	123	-1.2	10	3	1.6	1.6	0.3	1869	75595000	2	0.16	-0.04	0.7	403	M4643053	-85	14.7	-64.9	150.6	14.0	60.0	6.9	descent
5831	5831	-1.0	19.824109	72.887424	14867.0	-4.0	-6.91	-1.0	3505	118	-1.0	11	3	2.2	1.3	1.8	1869	75599000	2	0.21	-0.2	0.0	403	M4643053	-84	14.1	-65.1	150.7	12.0	60.0	8.0	descent
5832	5832	-1.0	19.823986	72.887174	14863.0	-3.43	-6.56	-1.0	3500	121	-1.4	11	3	1.6	1.7	0.3	1869	75603000	2	0.25	-0.15	0.0	403	M4643053	-80	11.7	-64.7	150.8	13.0	62.0	7.4	descent
5833	5833	-1.0	19.823866	72.88695	14859.0	-3.32	-5.85	-1.0	3506	123	-0.7	12	3	2.2	1.5	1.6	1869	75607000	2	0.27	-0.07	0.6	403	M4643053	-81	13.8	-64.8	150.9	14.0	60.0	6.7	descent
5834	5834	-1.0	19.823765	72.886704	14855.0	-2.8	-6.44	-1.0	3508	121	-1.1	9	3	1.2	1.3	0.3	1869	75611000	2	0.25	0.04	0.1	403	M4643053	-80	14.5	-64.9	151.0	14.0	66.0	7.0	descent
5835	5835	-1.0	19.823665	72.886469	14851.0	-2.79	-6.15	-1.0	3507	122	-0.8	9	3	2.3	0.9	2.1	1869	75615000	2	-0.08	-0.04	-0.9	403	M4643053	-81	8.2	-64.5	151.1	13.0	66.0	6.8	descent
5836	5836	-0.75	19.823554	72.88623	14848.0	-3.11	-6.26	-0.75	3507	121	-1.5	10	3	1.8	1.1	1.4	1869	75619000	2	-0.19	-0.15	-0.0	403	M4643053	-87	8.4	-64.5	151.2	14.0	64.0	7.0	descent
5837	5837	-0.75	19.823439	72.885971	14845.0	-3.2	-6.78	-0.75	3508	120	-1.2	12	3	1.3	1.8	0.3	1869	75623000	2	0.16	0.01	0.8	403	M4643053	-82	10.6	-65.0	151.3	12.0	65.0	7.5	descent
5838	5838	-1.0	19.823346	72.885712	14841.0	-2.57	-6.78	-1.0	3509	121	-0.8	8	3	2.5	1.7	1.8	1869	75627000	2	0.29	0.04	0.4	403	M4643053	-80	11.2	-64.5	151.4	15.0	69.0	7.2	descent
5839	5839	-1.0	19.82326	72.885462	14837.0	-2.41	-6.54	-1.0	3511	115	-0.9	10	3	2.4	1.8	1.6	1869	75631000	2	-0.18	-0.1	-0.1	403	M4643053	-80	16.3	-64.7	151.4	14.0	70.0	7.0	descent
5840	5840	-1.0	19.82318	72.885219	14833.0	-2.23	-6.38	-1.0	3500	116	-1.2	11	3	1.1	1.6	0.3	1869	75635000	2	-0.19	-0.12	0.1	403	M4643053	-85	14.8	-64.5	151.5	14.0	71.0	6.8	descent
5841	5841	-1.0	19.823087	72.884996	14829.0	-2.58	-5.84	-1.0	3510	119	-1.5	10	3	1.7	1.2	1.2	1869	75639000	2	-0.22	0.19	-0.2	403	M4643053	-81	15.6	-64.6	151.6	14.0	66.0	6.4	descent
5842	5842	-1.0	19.823015	72.884744	14825.0	-2.02	-6.59	-1.0	3500	123	-1.2	12	3	1.6	0.8	1.4	1869	75643000	2	0.06	-0.16	0.1	403	M4643053	-86	14.7	-64.9	151.7	14.0	73.0	6.9	descent
5843	5843	-0.75	19.822944	72.884503	14822.0	-1.96	-6.32	-0.75	3515	121	-1.5	10	3	1.2	1.2	0.3	1869	75647000	2	-0.04	0.15	0.9	403	M4643053	-88	15.5	-64.7	151.8	13.0	73.0	6.6	descent
5844	5844	-1.0	19.822866	72.884282	14818.0	-2.16	-5.78	-1.0	3514	117	-0.8	9	3	1.2	1.3	0.3	1869	75651000	2	0.13	0.0	0.0	403	M4643053	-87	12.8	-64.8	151.9	14.0	69.0	6.2	descent
5845	5845	-1.0	19.822779	72.884034	14814.0	-2.44	-6.51	-1.0	3502	122	-0.7	11	3	2.1	1.1	1.8	1869	75655000	2	-0.23	0.04	-0.7	403	M4643053	-89	8.3	-64.4	152.0	14.0	69.0	6.9	descent
5846	5846	-0.75	19.822722	72.883802	14811.0	-1.58	-6.06	-0.75	3504	118	-1.1	12	3	2.4	1.2	2.1	1869	75659000	2	0.19	0.17	-0.4	403	M4643053	-80	13.3	-64.5	152.1	13.0	75.0	6.3	descent
5847	5847	-1.0	19.822664	72.883566	14807.0	-1.61	-6.19	-1.0	3505	124	-1.2	9	3	1.7	0.9	1.4	1869	75663000	2	-0.13	-0.1	-0.3	403	M4643053	-88	9.5	-64.1	152.2	14.0	75.0	6.4	descent
5848	5848	-1.0	19.822612	72.883339	14803.0	-1.45	-5.92	-1.0	3502	116	-1.2	8	3	1.4	1.7	0.3	1869	75667000	2	-0.18	0.15	-0.6	403	M4643053	-89	13.5	-64.6	152.3	14.0	76.0	6.1	descent
5849	5849	-0.75	19.822556	72.88312	14800.0	-1.57	-5.74	-0.75	3510	117	-1.5	11	3	2.1	1.1	1.8	1869	75671000	2	-0.16	-0.02	-0.9	403	M4643053	-84	11.6	-64.6	152.4	13.0	75.0	6.0	descent
5850	5850	-1.0	19.8225	72.88288	14796.0	-1.56	-6.27	-1.0	3509	123	-1.1	11	3	2.3	1.4	1.8	1869	75675000	2	-0.02	-0.09	-0.6	403	M4643053	-82	12.1	-64.5	152.5	15.0	76.0	6.5	descent
5851	5851	-0.75	19.822451	72.882667	14793.0	-1.37	-5.58	-0.75	3500	118	-0.8	11	3	1.8	1.2	1.3	1869	75679000	2	0.22	0.13	-0.0	403	M4643053	-82	17.1	-64.2	152.6	14.0	76.0	5.7	descent
5852	5852	-1.0	19.822392	72.88242	14789.0	-1.62	-6.48	-1.0	3513	122	-1.0	12	3	1.9	1.5	1.2	1869	75683000	2	-0.02	-0.18	0.6	403	M4643053	-82	9.0	-64.3	152.7	13.0	76.0	6.7	descent
